generation genome measures value
4 102 sensors 0
4 102 symmetry 0
4 102 total_components 0.07
4 168 branching 0
4 168 connectivity1 0.5
4 168 connectivity2 0.333
4 168 coverage 0.556
4 168 effective_joints 0.333
4 168 length_ratio 1
4 168 sensors 0.285714
4 168 symmetry 1
4 168 total_components 0.05
4 135 branching 0
4 135 connectivity1 0.2
4 135 connectivity2 1
4 135 coverage 1
4 135 effective_joints 1
4 135 length_ratio 0.143
4 135 sensors 0
4 135 symmetry 0
4 135 total_components 0.07
4 248 branching 0
4 248 connectivity1 0.25
4 248 connectivity2 1
4 248 coverage 1
4 248 effective_joints 1
4 248 length_ratio 0.2
4 248 sensors 0
4 248 symmetry 0
4 248 total_components 0.05
4 179 branching 0
4 179 connectivity1 0.333
4 179 connectivity2 0.714
4 179 coverage 0.429
4 179 effective_joints 0.714
4 179 length_ratio 0.429
4 179 sensors 0.25
4 179 symmetry 0.333
4 179 total_components 0.09
4 138 branching 0
4 138 connectivity1 0.333
4 138 connectivity2 1
4 138 coverage 1
4 138 effective_joints 1
4 138 length_ratio 0.25
4 138 sensors 0.333333
4 138 symmetry 0
4 138 total_components 0.04
4 100 branching 0
4 100 connectivity1 0.333
4 100 connectivity2 1
4 100 coverage 1
4 100 effective_joints 1
4 100 length_ratio 0.25
4 100 sensors 0.333333
4 100 symmetry 0
4 100 total_components 0.04
4 123 branching 0
4 123 connectivity1 0.2
4 123 connectivity2 1
4 123 coverage 1
4 123 effective_joints 1
4 123 length_ratio 0.143
4 123 sensors 1
4 123 symmetry 0
4 123 total_components 0.07
4 69 branching 0
4 69 connectivity1 0.286
4 69 connectivity2 0.875
4 69 coverage 0.556
4 69 effective_joints 0.875
4 69 length_ratio 0.222
4 69 sensors 0
4 69 symmetry 0
4 69 total_components 0.1
4 164 branching 0
4 164 connectivity1 0.1
4 164 connectivity2 1
4 164 coverage 0.333
4 164 effective_joints 0.538
4 164 length_ratio 0.556
4 164 sensors 0
4 164 symmetry 0
4 164 total_components 0.15
4 141 branching 0
4 141 connectivity1 0.125
4 141 connectivity2 1
4 141 coverage 1
4 141 effective_joints 1
4 141 length_ratio 0.083
4 141 sensors 0
4 141 symmetry 0
4 141 total_components 0.12
4 116 branching 0
4 116 connectivity1 0.059
4 116 connectivity2 1
4 116 coverage 1
4 116 effective_joints 0.826
4 116 length_ratio 0.04
4 116 sensors 0
4 116 symmetry 0
4 116 total_components 0.25
4 206 branching 0
4 206 connectivity1 0.4
4 206 connectivity2 0.583
4 206 coverage 0.4
4 206 effective_joints 0.5
4 206 length_ratio 0.714
4 206 sensors 0.111111
4 206 symmetry 0.333
4 206 total_components 0.14
4 53 branching 0
4 53 connectivity1 0.25
4 53 connectivity2 1
4 53 coverage 1
4 53 effective_joints 1
4 53 length_ratio 0.2
4 53 sensors 0
4 53 symmetry 0
4 53 total_components 0.05
4 106 branching 0
4 106 connectivity1 0.083
4 106 connectivity2 1
4 106 coverage 1
4 106 effective_joints 1
4 106 length_ratio 0.059
4 106 sensors 0
4 106 symmetry 0
4 106 total_components 0.17
4 216 branching 0
4 216 connectivity1 0.25
4 216 connectivity2 1
4 216 coverage 1
4 216 effective_joints 1
4 216 length_ratio 0.167
4 216 sensors 0
4 216 symmetry 0
4 216 total_components 0.06
4 10 branching 0
4 10 connectivity1 0.25
4 10 connectivity2 0.778
4 10 coverage 0.314
4 10 effective_joints 0.667
4 10 length_ratio 0.714
4 10 sensors 0
4 10 symmetry 0.333
4 10 total_components 0.11
4 209 branching 0
4 209 connectivity1 0.333
4 209 connectivity2 0.667
4 209 coverage 0.444
4 209 effective_joints 0.667
4 209 length_ratio 0.5
4 209 sensors 0.2
4 209 symmetry 0
4 209 total_components 0.08
4 162 branching 0
4 162 connectivity1 0.056
4 162 connectivity2 1
4 162 coverage 0.25
4 162 effective_joints 0.52
4 162 length_ratio 0.75
4 162 sensors 0
4 162 symmetry 0
4 162 total_components 0.27
4 213 branching 0
4 213 connectivity1 0.25
4 213 connectivity2 1
4 213 coverage 1
4 213 effective_joints 1
4 213 length_ratio 0.167
4 213 sensors 0.666667
4 213 symmetry 0
4 213 total_components 0.06
4 81 branching 0
4 81 connectivity1 0.25
4 81 connectivity2 1
4 81 coverage 0.6
4 81 effective_joints 0.75
4 81 length_ratio 0.4
4 81 sensors 0
4 81 symmetry 0
4 81 total_components 0.06
4 160 branching 0
4 160 connectivity1 0.125
4 160 connectivity2 1
4 160 coverage 1
4 160 effective_joints 1
4 160 length_ratio 0.083
4 160 sensors 0.333333
4 160 symmetry 0
4 160 total_components 0.12
4 22 branching 0
4 22 connectivity1 0.125
4 22 connectivity2 1
4 22 coverage 0.55
4 22 effective_joints 0.556
4 22 length_ratio 0.8
4 22 sensors 0.272727
4 22 symmetry 0
4 22 total_components 0.11
4 201 branching 0
4 201 connectivity1 0.4
4 201 connectivity2 0.8
4 201 coverage 0.467
4 201 effective_joints 0.6
4 201 length_ratio 0.6
4 201 sensors 0
4 201 symmetry 0
4 201 total_components 0.07
4 40 branching 0
4 40 connectivity1 0.111
4 40 connectivity2 1
4 40 coverage 1
4 40 effective_joints 1
4 40 length_ratio 0.077
4 40 sensors 0.666667
4 40 symmetry 0
4 40 total_components 0.13
4 166 branching 0
4 166 connectivity1 0.071
4 166 connectivity2 1
4 166 coverage 0.333
4 166 effective_joints 0.833
4 166 length_ratio 0.267
4 166 sensors 0
4 166 symmetry 0.222
4 166 total_components 0.2
4 90 branching 0
4 90 connectivity1 0.222
4 90 connectivity2 0.818
4 90 coverage 0.265
4 90 effective_joints 0.636
4 90 length_ratio 1
4 90 sensors 0.125
4 90 symmetry 0.333
4 90 total_components 0.13
4 169 branching 0
4 169 connectivity1 0.333
4 169 connectivity2 1
4 169 coverage 0.667
4 169 effective_joints 0.5
4 169 length_ratio 0.667
4 169 sensors 0.375
4 169 symmetry 0
4 169 total_components 0.04
4 232 branching 0
4 232 connectivity1 0.4
4 232 connectivity2 0.6
4 232 coverage 0.467
4 232 effective_joints 0.4
4 232 length_ratio 0.6
4 232 sensors 0.555556
4 232 symmetry 0
4 232 total_components 0.07
4 211 branching 0
4 211 connectivity1 0.167
4 211 connectivity2 1
4 211 coverage 1
4 211 effective_joints 0.857
4 211 length_ratio 0.111
4 211 sensors 0
4 211 symmetry 0
4 211 total_components 0.09
4 9 branching 0
4 9 connectivity1 0.333
4 9 connectivity2 1
4 9 coverage 1
4 9 effective_joints 1
4 9 length_ratio 0.25
4 9 sensors 0
4 9 symmetry 0
4 9 total_components 0.04
4 198 branching 0
4 198 connectivity1 0.077
4 198 connectivity2 1
4 198 coverage 0.432
4 198 effective_joints 0.824
4 198 length_ratio 0.364
4 198 sensors 0
4 198 symmetry 0
4 198 total_components 0.19
4 245 branching 0
4 245 connectivity1 0.333
4 245 connectivity2 1
4 245 coverage 0.667
4 245 effective_joints 0.5
4 245 length_ratio 0.667
4 245 sensors 0.2
4 245 symmetry 0
4 245 total_components 0.04
4 88 branching 0
4 88 connectivity1 0.25
4 88 connectivity2 1
4 88 coverage 0.6
4 88 effective_joints 0.75
4 88 length_ratio 0.4
4 88 sensors 0
4 88 symmetry 0
4 88 total_components 0.06
4 110 branching 0
4 110 connectivity1 0.2
4 110 connectivity2 1
4 110 coverage 0.467
4 110 effective_joints 0.6
4 110 length_ratio 0.6
4 110 sensors 0
4 110 symmetry 0
4 110 total_components 0.07
4 1 branching 0
4 1 connectivity1 0.125
4 1 connectivity2 1
4 1 coverage 0.444
4 1 effective_joints 0.4
4 1 length_ratio 0.333
4 1 sensors 0.277778
4 1 symmetry 0.4
4 1 total_components 0.12
4 150 branching 0
4 150 connectivity1 0.037
4 150 connectivity2 1
4 150 coverage 0.301
4 150 effective_joints 0.789
4 150 length_ratio 0.368
4 150 sensors 0
4 150 symmetry 0.789
4 150 total_components 0.4
4 240 branching 0
4 240 connectivity1 0.2
4 240 connectivity2 1
4 240 coverage 1
4 240 effective_joints 1
4 240 length_ratio 0.143
4 240 sensors 1
4 240 symmetry 0
4 240 total_components 0.07
4 218 branching 0
4 218 connectivity1 0.071
4 218 connectivity2 1
4 218 coverage 0.333
4 218 effective_joints 0.833
4 218 length_ratio 0.267
4 218 sensors 0
4 218 symmetry 0.222
4 218 total_components 0.2
4 75 branching 0
4 75 connectivity1 0.286
4 75 connectivity2 0.875
4 75 coverage 0.556
4 75 effective_joints 0.875
4 75 length_ratio 0.222
4 75 sensors 0
4 75 symmetry 0
4 75 total_components 0.1
4 189 branching 0
4 189 connectivity1 0.167
4 189 connectivity2 1
4 189 coverage 1
4 189 effective_joints 1
4 189 length_ratio 0.125
4 189 sensors 0
4 189 symmetry 0
4 189 total_components 0.08
4 58 branching 0
4 58 connectivity1 0.25
4 58 connectivity2 1
4 58 coverage 0.6
4 58 effective_joints 0.5
4 58 length_ratio 0.4
4 58 sensors 0.142857
4 58 symmetry 0
4 58 total_components 0.06
4 15 branching 0
4 15 connectivity1 0.167
4 15 connectivity2 1
4 15 coverage 1
4 15 effective_joints 1
4 15 length_ratio 0.111
4 15 sensors 0.333333
4 15 symmetry 0
4 15 total_components 0.09
5 296 branching 0
5 296 connectivity1 0.071
5 296 connectivity2 1
5 296 coverage 1
5 296 effective_joints 1
5 296 length_ratio 0.05
5 296 sensors 1
5 296 symmetry 0
5 296 total_components 0.2
5 204 branching 0
5 204 connectivity1 0.111
5 204 connectivity2 1
5 204 coverage 1
5 204 effective_joints 0.636
5 204 length_ratio 0.077
5 204 sensors 0
5 204 symmetry 0
5 204 total_components 0.13
5 255 branching 0
5 255 connectivity1 0.071
5 255 connectivity2 1
5 255 coverage 0.294
5 255 effective_joints 0.833
5 255 length_ratio 0.235
5 255 sensors 0
5 255 symmetry 0
5 255 total_components 0.2
5 179 branching 0
5 179 connectivity1 0.333
5 179 connectivity2 0.714
5 179 coverage 0.429
5 179 effective_joints 0.714
5 179 length_ratio 0.429
5 179 sensors 0.25
5 179 symmetry 0.333
5 179 total_components 0.09
5 129 branching 0
5 129 connectivity1 0.083
5 129 connectivity2 1
5 129 coverage 0.378
5 129 effective_joints 0.867
5 129 length_ratio 0.2
5 129 sensors 0.2
5 129 symmetry 0
5 129 total_components 0.17
5 62 branching 0
5 62 connectivity1 0.167
5 62 connectivity2 1
5 62 coverage 1
5 62 effective_joints 1
5 62 length_ratio 0.111
5 62 sensors 0.333333
5 62 symmetry 0
5 62 total_components 0.09
5 259 branching 0
5 259 connectivity1 0.2
5 259 connectivity2 0.846
5 259 coverage 0.417
5 259 effective_joints 0.769
5 259 length_ratio 0.25
5 259 sensors 0
5 259 symmetry 0
5 259 total_components 0.15
5 245 branching 0
5 245 connectivity1 0.333
5 245 connectivity2 1
5 245 coverage 0.667
5 245 effective_joints 0.5
5 245 length_ratio 0.667
5 245 sensors 0.2
5 245 symmetry 0
5 245 total_components 0.04
5 273 branching 0
5 273 connectivity1 0.125
5 273 connectivity2 1
5 273 coverage 0.333
5 273 effective_joints 0.8
5 273 length_ratio 0.444
5 273 sensors 0.285714
5 273 symmetry 0
5 273 total_components 0.12
5 140 branching 0
5 140 connectivity1 0.2
5 140 connectivity2 1
5 140 coverage 0.583
5 140 effective_joints 0.6
5 140 length_ratio 0.75
5 140 sensors 0.428571
5 140 symmetry 0
5 140 total_components 0.07
5 215 branching 0
5 215 connectivity1 0.167
5 215 connectivity2 1
5 215 coverage 0.563
5 215 effective_joints 0.714
5 215 length_ratio 0.25
5 215 sensors 0
5 215 symmetry 0
5 215 total_components 0.09
5 17 branching 0
5 17 connectivity1 0.25
5 17 connectivity2 1
5 17 coverage 1
5 17 effective_joints 1
5 17 length_ratio 0.167
5 17 sensors 0
5 17 symmetry 0
5 17 total_components 0.06
5 258 branching 0
5 258 connectivity1 0.25
5 258 connectivity2 0.733
5 258 coverage 0.386
5 258 effective_joints 0.6
5 258 length_ratio 0.364
5 258 sensors 0
5 258 symmetry 0
5 258 total_components 0.17
5 257 branching 0
5 257 connectivity1 0.143
5 257 connectivity2 1
5 257 coverage 1
5 257 effective_joints 1
5 257 length_ratio 0.1
5 257 sensors 0.333333
5 257 symmetry 0
5 257 total_components 0.1
5 0 branching 0
5 0 connectivity1 0.2
5 0 connectivity2 1
5 0 coverage 0.583
5 0 effective_joints 0.8
5 0 length_ratio 0.333
5 0 sensors 0.125
5 0 symmetry 0
5 0 total_components 0.07
5 22 branching 0
5 22 connectivity1 0.125
5 22 connectivity2 1
5 22 coverage 0.55
5 22 effective_joints 0.556
5 22 length_ratio 0.8
5 22 sensors 0.272727
5 22 symmetry 0
5 22 total_components 0.11
5 280 branching 0
5 280 connectivity1 0.167
5 280 connectivity2 1
5 280 coverage 1
5 280 effective_joints 1
5 280 length_ratio 0.125
5 280 sensors 0
5 280 symmetry 0
5 280 total_components 0.08
5 1 branching 0
5 1 connectivity1 0.125
5 1 connectivity2 1
5 1 coverage 0.444
5 1 effective_joints 0.4
5 1 length_ratio 0.333
5 1 sensors 0.277778
5 1 symmetry 0.4
5 1 total_components 0.12
5 202 branching 0
5 202 connectivity1 0.2
5 202 connectivity2 1
5 202 coverage 0.583
5 202 effective_joints 0.8
5 202 length_ratio 0.333
5 202 sensors 0.25
5 202 symmetry 0
5 202 total_components 0.07
5 232 branching 0
5 232 connectivity1 0.4
5 232 connectivity2 0.6
5 232 coverage 0.467
5 232 effective_joints 0.4
5 232 length_ratio 0.6
5 232 sensors 0.555556
5 232 symmetry 0
5 232 total_components 0.07
5 69 branching 0
5 69 connectivity1 0.286
5 69 connectivity2 0.875
5 69 coverage 0.556
5 69 effective_joints 0.875
5 69 length_ratio 0.222
5 69 sensors 0
5 69 symmetry 0
5 69 total_components 0.1
5 265 branching 0
5 265 connectivity1 0.25
5 265 connectivity2 1
5 265 coverage 1
5 265 effective_joints 1
5 265 length_ratio 0.167
5 265 sensors 0
5 265 symmetry 0
5 265 total_components 0.06
5 123 branching 0
5 123 connectivity1 0.2
5 123 connectivity2 1
5 123 coverage 1
5 123 effective_joints 1
5 123 length_ratio 0.143
5 123 sensors 1
5 123 symmetry 0
5 123 total_components 0.07
5 124 branching 0
5 124 connectivity1 0.25
5 124 connectivity2 0.733
5 124 coverage 0.386
5 124 effective_joints 0.6
5 124 length_ratio 0.364
5 124 sensors 0
5 124 symmetry 0
5 124 total_components 0.17
5 291 branching 0
5 291 connectivity1 0.05
5 291 connectivity2 1
5 291 coverage 1
5 291 effective_joints 1
5 291 length_ratio 0.033
5 291 sensors 0
5 291 symmetry 0
5 291 total_components 0.3
5 211 branching 0
5 211 connectivity1 0.167
5 211 connectivity2 1
5 211 coverage 1
5 211 effective_joints 0.857
5 211 length_ratio 0.111
5 211 sensors 0
5 211 symmetry 0
5 211 total_components 0.09
5 297 branching 0
5 297 connectivity1 0.167
5 297 connectivity2 1
5 297 coverage 1
5 297 effective_joints 0.833
5 297 length_ratio 0.125
5 297 sensors 0
5 297 symmetry 0
5 297 total_components 0.08
5 272 branching 0
5 272 connectivity1 0.25
5 272 connectivity2 1
5 272 coverage 1
5 272 effective_joints 1
5 272 length_ratio 0.167
5 272 sensors 0
5 272 symmetry 0
5 272 total_components 0.06
5 55 branching 0
5 55 connectivity1 0.056
5 55 connectivity2 1
5 55 coverage 1
5 55 effective_joints 0.708
5 55 length_ratio 0.038
5 55 sensors 0
5 55 symmetry 0
5 55 total_components 0.26
5 298 branching 0
5 298 connectivity1 0.167
5 298 connectivity2 1
5 298 coverage 0.571
5 298 effective_joints 0.667
5 298 length_ratio 0.286
5 298 sensors 0.142857
5 298 symmetry 0
5 298 total_components 0.08
5 166 branching 0
5 166 connectivity1 0.071
5 166 connectivity2 1
5 166 coverage 0.333
5 166 effective_joints 0.833
5 166 length_ratio 0.267
5 166 sensors 0
5 166 symmetry 0.222
5 166 total_components 0.2
5 26 branching 0
5 26 connectivity1 0.125
5 26 connectivity2 1
5 26 coverage 0.367
5 26 effective_joints 0.667
5 26 length_ratio 0.833
5 26 sensors 0
5 26 symmetry 0.222
5 26 total_components 0.11
5 163 branching 0
5 163 connectivity1 0.4
5 163 connectivity2 0.6
5 163 coverage 0.583
5 163 effective_joints 0.4
5 163 length_ratio 0.75
5 163 sensors 0.111111
5 163 symmetry 0
5 163 total_components 0.07
5 2 branching 0
5 2 connectivity1 0.4
5 2 connectivity2 0.6
5 2 coverage 0.7
5 2 effective_joints 0.4
5 2 length_ratio 0.4
5 2 sensors 0
5 2 symmetry 0
5 2 total_components 0.07
5 266 branching 0
5 266 connectivity1 0.167
5 266 connectivity2 1
5 266 coverage 1
5 266 effective_joints 0.571
5 266 length_ratio 0.111
5 266 sensors 0
5 266 symmetry 0
5 266 total_components 0.09
5 15 branching 0
5 15 connectivity1 0.167
5 15 connectivity2 1
5 15 coverage 1
5 15 effective_joints 1
5 15 length_ratio 0.111
5 15 sensors 0.333333
5 15 symmetry 0
5 15 total_components 0.09
5 48 branching 0
5 48 connectivity1 0.25
5 48 connectivity2 1
5 48 coverage 0.667
5 48 effective_joints 0.5
5 48 length_ratio 1
5 48 sensors 0.285714
5 48 symmetry 0
5 48 total_components 0.06
5 160 branching 0
5 160 connectivity1 0.125
5 160 connectivity2 1
5 160 coverage 1
5 160 effective_joints 1
5 160 length_ratio 0.083
5 160 sensors 0.333333
5 160 symmetry 0
5 160 total_components 0.12
5 253 branching 0
5 253 connectivity1 0.083
5 253 connectivity2 1
5 253 coverage 0.304
5 253 effective_joints 0.933
5 253 length_ratio 0.286
5 253 sensors 0.2
5 253 symmetry 0
5 253 total_components 0.17
5 189 branching 0
5 189 connectivity1 0.167
5 189 connectivity2 1
5 189 coverage 1
5 189 effective_joints 1
5 189 length_ratio 0.125
5 189 sensors 0
5 189 symmetry 0
5 189 total_components 0.08
5 275 branching 0
5 275 connectivity1 0.167
5 275 connectivity2 1
5 275 coverage 1
5 275 effective_joints 1
5 275 length_ratio 0.111
5 275 sensors 0.166667
5 275 symmetry 0
5 275 total_components 0.09
5 173 branching 0
5 173 connectivity1 0.2
5 173 connectivity2 0.833
5 173 coverage 0.333
5 173 effective_joints 0.667
5 173 length_ratio 0.857
5 173 sensors 0.0714286
5 173 symmetry 0
5 173 total_components 0.14
5 19 branching 0
5 19 connectivity1 0.25
5 19 connectivity2 1
5 19 coverage 1
5 19 effective_joints 1
5 19 length_ratio 0.2
5 19 sensors 0.333333
5 19 symmetry 0
5 19 total_components 0.05
5 164 branching 0
5 164 connectivity1 0.1
5 164 connectivity2 1
5 164 coverage 0.333
5 164 effective_joints 0.538
5 164 length_ratio 0.556
5 164 sensors 0
5 164 symmetry 0
5 164 total_components 0.15
5 141 branching 0
5 141 connectivity1 0.125
5 141 connectivity2 1
5 141 coverage 1
5 141 effective_joints 1
5 141 length_ratio 0.083
5 141 sensors 0
5 141 symmetry 0
5 141 total_components 0.12
5 241 branching 0
5 241 connectivity1 0.1
5 241 connectivity2 1
5 241 coverage 0.292
5 241 effective_joints 0.667
5 241 length_ratio 0.75
5 241 sensors 0.545455
5 241 symmetry 0
5 241 total_components 0.14
5 117 branching 0
5 117 connectivity1 0.25
5 117 connectivity2 1
5 117 coverage 0.5
5 117 effective_joints 0.5
5 117 length_ratio 0.75
5 117 sensors 0.142857
5 117 symmetry 0
5 117 total_components 0.06
5 216 branching 0
5 216 connectivity1 0.25
5 216 connectivity2 1
5 216 coverage 1
5 216 effective_joints 1
5 216 length_ratio 0.167
5 216 sensors 0
5 216 symmetry 0
5 216 total_components 0.06
5 234 branching 0
5 234 connectivity1 0.1
5 234 connectivity2 1
5 234 coverage 0.389
5 234 effective_joints 0.833
5 234 length_ratio 0.25
5 234 sensors 0
5 234 symmetry 0
5 234 total_components 0.14
5 65 branching 0
5 65 connectivity1 0.286
5 65 connectivity2 0.875
5 65 coverage 0.556
5 65 effective_joints 0.875
5 65 length_ratio 0.222
5 65 sensors 0
5 65 symmetry 0
5 65 total_components 0.1
5 269 branching 0
5 269 connectivity1 0.167
5 269 connectivity2 1
5 269 coverage 1
5 269 effective_joints 1
5 269 length_ratio 0.111
5 269 sensors 0.333333
5 269 symmetry 0
5 269 total_components 0.09
5 222 branching 0
5 222 connectivity1 0.167
5 222 connectivity2 1
5 222 coverage 1
5 222 effective_joints 0.857
5 222 length_ratio 0.111
5 222 sensors 0
5 222 symmetry 0
5 222 total_components 0.09
5 254 branching 0
5 254 connectivity1 0.071
5 254 connectivity2 1
5 254 coverage 0.556
5 254 effective_joints 0.5
5 254 length_ratio 1
5 254 sensors 0.142857
5 254 symmetry 0
5 254 total_components 0.2
5 168 branching 0
5 168 connectivity1 0.5
5 168 connectivity2 0.333
5 168 coverage 0.556
5 168 effective_joints 0.333
5 168 length_ratio 1
5 168 sensors 0.285714
5 168 symmetry 1
5 168 total_components 0.05
5 220 branching 0
5 220 connectivity1 0.2
5 220 connectivity2 1
5 220 coverage 1
5 220 effective_joints 1
5 220 length_ratio 0.143
5 220 sensors 1
5 220 symmetry 0
5 220 total_components 0.07
5 127 branching 0
5 127 connectivity1 0.2
5 127 connectivity2 1
5 127 coverage 0.583
5 127 effective_joints 0.8
5 127 length_ratio 0.333
5 127 sensors 0.25
5 127 symmetry 0
5 127 total_components 0.07
5 285 branching 0
5 285 connectivity1 0.167
5 285 connectivity2 1
5 285 coverage 0.444
5 285 effective_joints 0.667
5 285 length_ratio 0.5
5 285 sensors 0.2
5 285 symmetry 0
5 285 total_components 0.08
5 248 branching 0
5 248 connectivity1 0.25
5 248 connectivity2 1
5 248 coverage 1
5 248 effective_joints 1
5 248 length_ratio 0.2
5 248 sensors 0
5 248 symmetry 0
5 248 total_components 0.05
5 237 branching 0
5 237 connectivity1 0.111
5 237 connectivity2 1
5 237 coverage 0.542
5 237 effective_joints 0.909
5 237 length_ratio 0.167
5 237 sensors 0.4
5 237 symmetry 0
5 237 total_components 0.13
5 111 branching 0
5 111 connectivity1 0.125
5 111 connectivity2 1
5 111 coverage 1
5 111 effective_joints 1
5 111 length_ratio 0.083
5 111 sensors 0
5 111 symmetry 0
5 111 total_components 0.12
5 292 branching 0
5 292 connectivity1 0.143
5 292 connectivity2 1
5 292 coverage 0.357
5 292 effective_joints 0.5
5 292 length_ratio 0.571
5 292 sensors 0.181818
5 292 symmetry 0
5 292 total_components 0.1
5 260 branching 0
5 260 connectivity1 0.5
5 260 connectivity2 1
5 260 coverage 1
5 260 effective_joints 1
5 260 length_ratio 0.333
5 260 sensors 0.333333
5 260 symmetry 0
5 260 total_components 0.03
5 227 branching 0
5 227 connectivity1 0.071
5 227 connectivity2 1
5 227 coverage 1
5 227 effective_joints 0.611
5 227 length_ratio 0.05
5 227 sensors 0
5 227 symmetry 0
5 227 total_components 0.2
5 242 branching 0
5 242 connectivity1 0.125
5 242 connectivity2 1
5 242 coverage 1
5 242 effective_joints 0.556
5 242 length_ratio 0.091
5 242 sensors 0
5 242 symmetry 0
5 242 total_components 0.11
5 203 branching 0
5 203 connectivity1 0.111
5 203 connectivity2 1
5 203 coverage 1
5 203 effective_joints 0.909
5 203 length_ratio 0.077
5 203 sensors 0.2
5 203 symmetry 0
5 203 total_components 0.13
5 284 branching 0
5 284 connectivity1 0.25
5 284 connectivity2 1
5 284 coverage 0.6
5 284 effective_joints 0.75
5 284 length_ratio 0.4
5 284 sensors 0
5 284 symmetry 0
5 284 total_components 0.06
5 235 branching 0
5 235 connectivity1 0.167
5 235 connectivity2 1
5 235 coverage 1
5 235 effective_joints 0.667
5 235 length_ratio 0.125
5 235 sensors 0
5 235 symmetry 0
5 235 total_components 0.08
5 219 branching 0
5 219 connectivity1 0.154
5 219 connectivity2 0.882
5 219 coverage 0.292
5 219 effective_joints 0.647
5 219 length_ratio 0.385
5 219 sensors 0.25
5 219 symmetry 0.2
5 219 total_components 0.19
5 58 branching 0
5 58 connectivity1 0.25
5 58 connectivity2 1
5 58 coverage 0.6
5 58 effective_joints 0.5
5 58 length_ratio 0.4
5 58 sensors 0.142857
5 58 symmetry 0
5 58 total_components 0.06
5 161 branching 0
5 161 connectivity1 0.1
5 161 connectivity2 1
5 161 coverage 1
5 161 effective_joints 1
5 161 length_ratio 0.067
5 161 sensors 0
5 161 symmetry 0
5 161 total_components 0.15
5 36 branching 0
5 36 connectivity1 0.125
5 36 connectivity2 1
5 36 coverage 1
5 36 effective_joints 0.9
5 36 length_ratio 0.083
5 36 sensors 0.2
5 36 symmetry 0
5 36 total_components 0.12
5 277 branching 0
5 277 connectivity1 0.125
5 277 connectivity2 1
5 277 coverage 0.286
5 277 effective_joints 0.5
5 277 length_ratio 0.857
5 277 sensors 0
5 277 symmetry 0
5 277 total_components 0.12
5 37 branching 0
5 37 connectivity1 0.071
5 37 connectivity2 1
5 37 coverage 1
5 37 effective_joints 1
5 37 length_ratio 0.05
5 37 sensors 0
5 37 symmetry 0
5 37 total_components 0.2
5 239 branching 0
5 239 connectivity1 0.25
5 239 connectivity2 1
5 239 coverage 1
5 239 effective_joints 1
5 239 length_ratio 0.167
5 239 sensors 0
5 239 symmetry 0
5 239 total_components 0.06
5 180 branching 0
5 180 connectivity1 0.25
5 180 connectivity2 0.8
5 180 coverage 0.429
5 180 effective_joints 0.5
5 180 length_ratio 0.571
5 180 sensors 0
5 180 symmetry 0
5 180 total_components 0.12
5 252 branching 0
5 252 connectivity1 0.25
5 252 connectivity2 0.8
5 252 coverage 0.4
5 252 effective_joints 0.6
5 252 length_ratio 0.3
5 252 sensors 0.125
5 252 symmetry 0.222
5 252 total_components 0.12
5 206 branching 0
5 206 connectivity1 0.4
5 206 connectivity2 0.583
5 206 coverage 0.4
5 206 effective_joints 0.5
5 206 length_ratio 0.714
5 206 sensors 0.111111
5 206 symmetry 0.333
5 206 total_components 0.14
5 135 branching 0
5 135 connectivity1 0.2
5 135 connectivity2 1
5 135 coverage 1
5 135 effective_joints 1
5 135 length_ratio 0.143
5 135 sensors 0
5 135 symmetry 0
5 135 total_components 0.07
5 289 branching 0
5 289 connectivity1 0.167
5 289 connectivity2 1
5 289 coverage 1
5 289 effective_joints 0.833
5 289 length_ratio 0.125
5 289 sensors 0
5 289 symmetry 0
5 289 total_components 0.08
5 10 branching 0
5 10 connectivity1 0.25
5 10 connectivity2 0.778
5 10 coverage 0.314
5 10 effective_joints 0.667
5 10 length_ratio 0.714
5 10 sensors 0
5 10 symmetry 0.333
5 10 total_components 0.11
5 293 branching 0
5 293 connectivity1 0.125
5 293 connectivity2 1
5 293 coverage 1
5 293 effective_joints 1
5 293 length_ratio 0.083
5 293 sensors 0
5 293 symmetry 0
5 293 total_components 0.12
5 71 branching 0
5 71 connectivity1 0.286
5 71 connectivity2 0.75
5 71 coverage 0.333
5 71 effective_joints 0.375
5 71 length_ratio 0.833
5 71 sensors 0.4
5 71 symmetry 0
5 71 total_components 0.1
5 294 branching 0
5 294 connectivity1 0.1
5 294 connectivity2 1
5 294 coverage 0.385
5 294 effective_joints 0.923
5 294 length_ratio 0.231
5 294 sensors 0
5 294 symmetry 0
5 294 total_components 0.15
5 74 branching 0
5 74 connectivity1 0.4
5 74 connectivity2 0.6
5 74 coverage 0.467
5 74 effective_joints 0.6
5 74 length_ratio 0.6
5 74 sensors 0.2
5 74 symmetry 0.5
5 74 total_components 0.07
5 288 branching 0
5 288 connectivity1 0.125
5 288 connectivity2 1
5 288 coverage 1
5 288 effective_joints 1
5 288 length_ratio 0.083
5 288 sensors 0
5 288 symmetry 0
5 288 total_components 0.12
5 256 branching 0
5 256 connectivity1 0.125
5 256 connectivity2 1
5 256 coverage 1
5 256 effective_joints 0.8
5 256 length_ratio 0.333
5 256 sensors 0
5 256 symmetry 0
5 256 total_components 0.12
5 54 branching 0
5 54 connectivity1 0.25
5 54 connectivity2 1
5 54 coverage 1
5 54 effective_joints 1
5 54 length_ratio 0.167
5 54 sensors 0.333333
5 54 symmetry 0
5 54 total_components 0.06
